image,phrase1,phrase2,original_phrase1,original_phrase2,original_label,type_label
1799256185,election party,rally,the election party,a rally,Entailment1,1
1799256185,anglo saxon gentlemen,middle-aged man,A Anglo Saxon gentlemen,a middle-aged man,Independence,4
1799271536,long necked dog,orange cat,Long necked dog,An orange cat,Alternation,0
1799271536,animal,brown black dog,An animal,A brown and black dog,Entailment2,2
1799271536,brown black dog,orange cat,A brown and black dog,An orange cat,Alternation,0
1800601130,coyote,dog,a coyote,A dog,Entailment1,1
1800778962,busy stairs,steps,busy stairs,the steps,Entailment1,1
1801063894,wet girl,woman,Wet girl,A woman,Alternation,0
1801663973,girl,large woman,A girl,A large woman,Alternation,0
1801663973,girl,red-haired woman,A girl,A red-haired woman,Alternation,0
1801874841,fuzzy slipper,slipper,a fuzzy slipper,a slipper,Entailment1,1
1803299842,2 men,some men,2 men,Some men,Entailment1,1
1803631090,`` fire department `` uniform,firefighter \'s uniform,"a "" fire department "" uniform",a firefighter \'s uniform,Equivalence,3
1804144683,art piece,strange modern art,an art piece,very strange and modern art,Entailment2,2
1804144683,art piece,contemporary looking piece art,an art piece,his very contemporary looking piece of art,Entailment2,2
1805990081,leash,pink leash,a leash,a pink leash,Entailment2,2
1807169176,campfire,large campfire,a campfire,A large campfire,Entailment2,2
1807169176,blazing fire,campfire,a blazing fire,a campfire,Independence,4
1807169176,blazing fire,bonfire,a blazing fire,a bonfire,Entailment2,2
1807169176,bonfire,campfire,a bonfire,a campfire,Independence,4
1807169176,blazing fire,fire,a blazing fire,a fire,Entailment1,1
1808370027,tan white dog,yellow dog,a tan and white dog,A yellow dog,Alternation,0
1808370027,dog,tan white dog,A dog,a tan and white dog,Entailment2,2
1809476783,carriage,white horse drawn carriage,a carriage,a white horse drawn carriage,Entailment2,2
1809476783,bride,happy bride,A bride,The Happy bride,Entailment2,2
1812525037,two babies,two little kids,Two babies,Two little kids,Alternation,0
1812525037,two babies,two young children,Two babies,The two young children,Alternation,0
1814372530,dock,wood walkway,a dock,a wood walkway,Independence,4
1816224182,halloween mask,mask,a Halloween mask,a mask,Entailment1,1
1817746886,camel,stuffed camel,the camel,a stuffed camel,Entailment2,2
1819261140,black costume,black outfit,a black costume,a black outfit,Entailment1,1
1819261140,black costume,dark costume,a black costume,a dark costume,Entailment1,1
1820795682,dark-haired woman,female cheerleader,A dark-haired woman,A female cheerleader,Independence,4
1820795682,cheerleader,dark-haired woman,A cheerleader,A dark-haired woman,Independence,4
1820795682,dark blue dance costume,shiney blue cheerleaders outfit,a dark blue dance costume,a shiney blue cheerleaders outfit,Independence,4
1820795682,"black , sparkly outfit",dark blue dance costume,"a black , sparkly outfit",a dark blue dance costume,Alternation,0
1820795682,dark-haired woman,young women,A dark-haired woman,A young women,Independence,4
1821672488,dhl employees,group dhl employees,DHL employees,A group of DHL employees,Equivalence,3
1827287777,two guys,two other guys,two guys,two other guys,Entailment2,2
1829597760,uniforms,white uniforms,uniforms,white uniforms,Entailment2,2
1832085044,open sheet music,sheet music copy chopin,open sheet music,a sheet music copy of Chopin,Independence,4
1832085044,glass lamp,glass lamp base,a glass lamp,a glass lamp base,Entailment2,2
1832085044,cat,gray white cat,A cat,A gray and white cat,Entailment2,2
1834548648,chimney,wood-burning stove,a chimney,a wood-burning stove,Alternation,0
1835511273,red black outfit,red costume,a red and black outfit,a red costume,Alternation,0
1836335410,glowing sword,white light saber,a glowing sword,a white light saber,Entailment2,2
1837976956,polka dot dress,polka dot top,a polka dot dress,a polka dot top,Alternation,0
1850901757,group younger women,women,a group of younger women,Women,Entailment1,1
1855352188,leaf-lined sidewalk,"long , leaf-strewn path",a leaf-lined sidewalk,"a long , leaf-strewn path",Entailment1,1
1855352188,scenic path,trail,a scenic path,a trail,Entailment1,1
1855352188,leaf-lined sidewalk,scenic path,a leaf-lined sidewalk,a scenic path,Independence,4
1855985590,back man,older man,The back of a man,An older man,Alternation,0
1855985590,open green box,station,an open green box,his station,Alternation,0
1855985590,green metal box,green table,A green metal box,a green table,Alternation,0
1855985590,green metal box,large green structure,A green metal box,a large green structure,Independence,4
1857399990,mormon missionary,young man,A Mormon missionary,A young man,Independence,4
1857479783,blond guy,young man,A blond guy,a young man,Independence,4
1858123511,construction site,piles rubble,a construction site,piles of rubble,Entailment1,1
1858963639,climbing rope,long rope,climbing rope,a very long rope,Independence,4
1858963639,long rope,lot rope,a very long rope,a lot of rope,Independence,4
1859726819,neon sign,red light sign,a neon sign,a red light sign,Independence,4
1859726819,heavy makeup,lots makeup,heavy makeup,lots of makeup,Equivalence,3
1861966852,beautiful blond girl,blond women,A beautiful blond girl,Blond women,Alternation,0
1861966852,beautiful blond girl,woman,A beautiful blond girl,woman,Alternation,0
1861966852,beautiful blond girl,blond woman,A beautiful blond girl,Blond woman,Alternation,0
1861966852,beautiful blond girl,young woman,A beautiful blond girl,A young woman,Alternation,0
1865794063,five children,group young children,Five children,A group of young children,Independence,4
1870425036,man,sweaty man,A man,A sweaty man,Entailment2,2
1873655403,bright jackets,safety vests,bright jackets,safety vests,Alternation,0
1873655403,construction workers,three male construction workers,Construction workers,Three male construction workers,Entailment2,2
1873681277,dry field,dry grass,a dry field,the dry grass,Independence,4
1873704867,reflective suits,safety vests,reflective suits,safety vests,Alternation,0
1874520584,piece farm equipment,tractor,a piece of farm equipment,his tractor,Entailment2,2
1874520584,farming equipment,tractor,farming equipment,his tractor,Entailment2,2
1874530310,short wall,wall,a short wall,a wall,Entailment1,1
1874530310,colored vests,safety vests,same colored vests,safety vests,Independence,4
1874617189,water edge,waters edge,the water edge,the waters edge,Equivalence,3
1874617189,edge lake,water,the edge of a lake,the water,Entailment1,1
1874617189,three children,three people,Three children,Three people,Entailment1,1
1878454684,flowers,some pink flowers,flowers,some pink flowers,Entailment2,2
1879693922,forms,paperwork,forms,paperwork,Equivalence,3
1889535339,floor,green white tiled floor,the floor,a green and white tiled floor,Entailment2,2
1891462514,muslim woman,poor woman,a Muslim woman,A poor woman,Independence,4
1893252455,army men,toy soldiers,army men,toy soldiers,Independence,4
1895768965,floppy ears,one ear,floppy ears,one ear,Alternation,0
1897067588,metal,piece metal,metal,a piece of metal,Entailment2,2
1901514112,fun train ride,little train rides,a fun train ride,little train rides,Independence,4
1910013808,happy woman,lady,A happy woman,A Lady,Entailment1,1
1916798494,group mostly asian children,many youth,A group of mostly asian children,Many youth,Entailment1,1
1916798494,group mostly asian children,number people,A group of mostly asian children,A number of people,Entailment1,1
1916798494,computer screens,computers,computer screens,computers,Alternation,0
1917203130,blue domes,exhibit,blue domes,an exhibit,Independence,4
1918573100,wooden beam,wooden plank,a wooden beam,a wooden plank,Equivalence,3
1919433649,red black shirt,red jacket,a red and black shirt,a red jacket,Alternation,0
1924261173,overhead projector screen,screen,the overhead projector screen,a screen,Entailment1,1
1925066432,girl,other women,a girl,the other women,Alternation,0
1925066432,brown-haired woman,two women,A brown-haired woman,Two women,Alternation,0
1925086298,desktop computer,screen,a desktop computer,the screen,Independence,4
1925434818,ball pit,colorful ball pit,a ball pit,a colorful ball pit,Entailment2,2
1925838315,guy,retail professional,A guy,A retail professional,Independence,4
1928319708,diry bike path,wet road,diry bike path,a wet road,Alternation,0
1928789813,group people,small groups men,A group of people,small groups of men,Entailment2,2
1928789813,small groups men,women,small groups of men,women,Alternation,0
1931018353,carriage,shopping cart,a carriage,shopping cart,Entailment2,2
1932161768,small white dog,white terrior,A small white dog,A white terrior,Independence,4
1932314876,stream bed,towel,a stream bed,a towel,Alternation,0
1935109593,snazzy silver suit,white outfit,a snazzy silver suit,a white outfit,Alternation,0
1935532481,pepper hair,short dark graying hair,pepper hair,short dark graying hair,Entailment2,2
1936215201,baby boy,male child,A baby boy,A male child,Alternation,0
1936215201,baby,male child,A baby,A male child,Alternation,0
1936972115,casual guy,man,A casual guy,A man,Entailment1,1
1936972115,asian bar,restaurant,a asian bar,a restaurant,Independence,4
1937262236,orange ball,pink red toy,the same orange ball,a pink and red toy,Alternation,0
1937262236,pink orange ball,red pink ball,a pink and orange ball,the red and pink ball,Alternation,0
1937262236,orange ball,pink orange ball,the same orange ball,a pink and orange ball,Alternation,0
1937262236,ball,pink red toy,a ball,a pink and red toy,Independence,4
1937816088,projector screen,tube video,a projector screen,a You Tube video,Alternation,0
1939130031,newborn baby boy,newborn infant,a newborn baby boy,A newborn infant,Entailment1,1
1939402682,classroom,office,a classroom,an office,Alternation,0
1939402682,classroom,foreground classroom,a classroom,the foreground of a classroom,Entailment2,2
1941285231,group boys,group young guys,A group of boys,A group of young guys,Entailment2,2
1941285231,four young men,group boys,Four young men,A group of boys,Alternation,0
1941285231,four men,group boys,Four men,A group of boys,Alternation,0
1941285231,group boys,group four young men,A group of boys,A group of four young men,Alternation,0
1941285231,group young guys,students,A group of young guys,students,Independence,4
1942726879,two men,two teen boys,Two men,two teen boys,Alternation,0
1942726879,two teen boys,two young men,two teen boys,Two young men,Alternation,0
1942726879,polo shirt,white shirt,a polo shirt,a white shirt,Independence,4
1942789089,black mailbox,mailbox,a black mailbox,a mailbox,Entailment1,1
1944238257,roadside,side street,the roadside,the side of the street,Equivalence,3
1944813674,large black plastic garbage bag,large black trash bag,a large black plastic garbage bag,a large black trash bag,Entailment1,1
1944813674,black trash bag,large black plastic garbage bag,a black trash bag,a large black plastic garbage bag,Entailment2,2
1944940887,some people,two men,Some people,Two men,Entailment2,2
1944949081,two people,young man,Two people,A young man,Alternation,0
1944997202,two asian teen girls,two asian women,Two Asian teen girls,Two asian women,Alternation,0
1945250762,black carrying tattered cloth,garbage,black carrying tattered cloth,garbage,Entailment1,1
1945250762,gray cloth,gray rag,gray cloth,a gray rag,Entailment2,2
1945324358,boys,group teen males,Boys,Group of teen males,Independence,4
1945930488,silver cap,white hat,a silver cap,a white hat,Alternation,0
1945930488,shiny hat,white hat,shiny hat,a white hat,Independence,4
1945973944,garbage bag,trash bag,a garbage bag,a trash bag,Equivalence,3
1947255786,industrial kitchen,professional kitchen,an industrial kitchen,a professional kitchen,Entailment1,1
1947351225,presents,still packaged toy,presents,his still packaged toy,Entailment2,2
